0.2
1
200
5000
1	A	2240.665393050421	1691.200159247579
1	B	2119.251880440345	1699.9560150850712
1	C	2277.9671345185193	1686.8350517836816
1	D	2199.1180397628796	1693.0814334799038
2	C	2246.198228918388	1714.3363159924618
2	B	2063.673850660024	1735.8208400880671
3	B	2182.8426384220734	1738.523241817731
4	B	2131.793069790433	1751.6812010595472
1	E	1636.0998670793947	2.1127365490869465
3	C	2372.5851927900976	2.0083582716878823
1	F	1450.6859090006685	18.3962590646658
2	F	2025.4455218369571	2.0808790653248366
2	E	1797.9521788062414	10.884238531012613
4	C	1308.0512882022788	10.274379041383952
3	E	1399.4765270705045	1.8732229830575875
4	E	1486.7630008203037	15.121085208988916
5	E	2074.029885521611	5.142855375694921
6	E	1558.273699348831	21.876856293054914
5	B	2437.1104601016214	12.598774300300875
5	C	1917.736019254903	9.837081402750414
6	C	2378.99143716902	35.470479877588446
7	E	2122.6842391089917	8.325447982713285
8	E	2220.259922166292	9.754993553485747
9	E	2330.0132207008064	11.648621239324086
7	C	1619.4539538406616	46.63721701955836
10	E	2193.1028292786436	11.741033988954541
8	C	2406.2571785013633	35.255567720753334
1	G	2149.6543437385185	32.08413257226539
11	E	2307.7919894652155	34.36886839651265
12	E	1867.4628148237105	26.655560216219953
13	E	1883.5088061238991	46.82384336589962
2	A	1265.9614545174236	22.850358931876258
14	E	2259.351356456989	37.96207893728365
6	B	2538.806926284138	28.71080990733077
15	E	1992.695271711824	43.260183786557604
16	E	1544.8653692752146	49.77958461346077
17	E	1472.6866999762933	48.36026894153633
18	E	2057.164919670953	35.86312306726569
19	E	1702.1480779057185	53.26956675219208
20	E	1730.127685990368	39.870471561691545
21	E	1758.0380495638792	47.693144990681446
22	E	1940.9300404599605	55.360558008921146
23	E	2020.5947140966884	76.01537081985299
24	E	2099.2827296161922	59.253416447369034
25	E	1651.3743231162437	64.38473915526544
26	E	2133.4037512224313	54.4313414753006
27	E	1819.0603768196922	51.71886621521793
9	C	1335.1973253283234	49.418735257127366
7	B	2453.5074532289514	66.85246099280562
10	C	1946.155400907088	74.13030395451159
11	C	1377.1943079910898	55.16584334337438
8	B	2480.6418926674214	52.10269044336968
28	E	1425.7331569166354	65.351609019757
29	E	1789.5261413309527	53.96125357751913
9	B	2549.8362752058765	64.02538738409902
30	E	2062.9566080658888	87.75238212805903
31	E	1879.0720319026377	82.9083228439842
10	B	2503.3113060425194	56.632879567182215
3	A	2432.9749572312667	74.20285171203744
32	E	1920.795259626118	82.446165834682
12	C	1680.0493195032118	88.69013176685314
11	B	2633.183357971234	85.52540087496396
33	E	1860.6056845744945	105.66550976641054
13	C	2028.7909159632989	107.74528072786893
34	E	1913.8819117132755	104.3069128849794
1	H	2609.256514704015	121.38811220431478
12	B	2540.8493026131396	96.73532967703125
14	C	2111.9834823038273	101.91673205518725
15	C	1774.5059261277163	101.15151476046691
4	A	2456.270986165947	110.08219291838373
5	A	2273.224971779655	95.13553689192378
16	C	1721.8994661402576	109.26367168504925
13	B	2666.118185418469	108.70230539968162
6	A	2341.031855794853	107.906312687156
17	C	1379.2565632448373	106.90867119468095
7	A	2371.5086036358457	99.13022483182488
18	C	2158.5407649617136	99.96942558771593
8	A	2387.973137052768	110.05929664122505
19	C	2216.718698727931	95.27239790926956
14	B	2567.5792811202314	116.88052420758765
15	B	2606.144955872196	82.7374563679939
35	E	1794.6079838493745	122.68463967483711
20	C	2395.808525985217	132.50907092359654
36	E	1985.0271390305352	118.19192358828445
37	E	1889.5181353740043	131.67351721847353
38	E	1428.5701485458446	114.16695402299837
21	C	2238.0720461747214	107.33114334616545
16	B	2687.876559822229	138.09552220205745
39	E	1466.594065565232	114.67948322600563
40	E	1506.4872891507264	107.45545050554028
41	E	1544.9854132452856	109.66717382551394
22	C	2188.0433773661425	98.80285575558645
42	E	2048.945116261365	131.16209385614752
17	B	2624.0652306852044	132.4675997879865
23	C	2289.289880612273	110.18231845451254
43	E	1642.8225050110257	127.68571935065864
24	C	1961.2167683392556	129.11694246607652
25	C	2295.432571128089	126.00596025464483
18	B	2672.2863367153595	158.57121788858564
26	C	2076.5718757340323	144.35547839493523
44	E	1557.433688678742	139.02965978335402
9	A	2439.3271992403243	141.31291813214375
2	G	1662.666129883661	122.3400226039928
27	C	1735.6265823032402	153.53850933454538
28	C	2349.9142263510466	161.30105678126228
29	C	2146.249516074761	146.75709036090723
30	C	2100.6674143548307	147.68419278851752
45	E	2194.874235940034	165.10844881771902
46	E	1600.3870115683583	154.28784635041382
31	C	1803.3280437765598	155.96825540832526
32	C	2476.6029826301406	147.50055047450417
33	C	2541.204295035584	159.57116651104997
19	B	2598.543823740869	175.10810261025966
34	C	2262.429468389371	168.90277123092545
47	E	1890.0822653692728	165.48420204770764
48	E	2013.0244429587663	164.8363973339073
49	E	1648.2151829599445	163.99241532472075
1	I	2296.675407272488	170.95550859668407
10	A	2606.7879840249475	191.22463595035555
35	C	2126.175900131244	175.31323880042748
36	C	1924.2682257731758	178.82141761422332
2	I	2330.17981677051	189.23213092122637
37	C	1978.1931593004742	181.08808443052737
38	C	2376.4174607130426	180.93589175563807
50	E	1899.7899612247693	196.34710961945245
20	B	2654.561570486322	194.69925093059004
51	E	1808.6745974133578	185.0963884049861
3	F	2052.087828281088	194.16706234473224
39	C	2405.255037498364	182.2774015123585
52	E	2193.8080682009795	198.0749933641235
53	E	1682.3914719931565	194.2902556939785
4	F	2227.4245442552856	184.35589553700282
2	H	2765.974704776397	199.38047055354957
54	E	1810.6418843555616	211.3936126880489
40	C	2432.111280927529	204.37042931089167
55	E	2074.956747760268	204.27032832962766
21	B	2730.168156366659	204.43334910734023
41	C	2483.6539953410866	193.72429118046597
56	E	1958.1559113792935	219.99972796070466
11	A	2523.802775989168	215.63351660944363
57	E	1911.4976665360928	222.52305122961502
5	F	2270.5749124000363	208.68524283159218
58	E	1716.453207694144	226.8548912067203
59	E	2447.565139320602	237.8308570377996
60	E	2107.1184517596466	231.7209472189674
61	E	2424.7837782637307	246.7679506626297
62	E	2135.879212213894	225.982884318654
63	E	2228.390868855996	237.33306884281546
64	E	2291.5155600725257	242.84523231440147
65	E	1934.5432060346468	247.22347802452305
42	C	1811.0037155481962	238.4932864550393
66	E	2015.586482203986	223.12772956222915
3	H	2720.008731963475	249.11425947770738
67	E	2348.3266049291274	225.6256541139834
12	A	2504.7795380694993	242.3909122738621
4	H	2698.7868766362053	230.96454820784373
22	B	2616.518102088179	234.28607872869378
13	A	2544.9274326622626	247.68333924491515
43	C	1865.2685683586867	246.18028227408217
68	E	2104.956901741133	262.03515367328123
14	A	2629.4223633655633	256.63054754922143
69	E	2171.95774010932	228.5426143810909
70	E	1936.2849929920856	267.7092278955939
71	E	2394.7580451796566	254.63610768181155
72	E	1737.26328178347	217.37066321268372
5	H	2793.415473008309	263.07395721659077
73	E	2431.805951930812	271.7252543994064
74	E	2294.256737847604	275.4921770437946
75	E	2069.298858572637	260.0672188852471
76	E	1738.290238545801	265.22731570167934
77	E	2339.3944460168823	258.3980012934717
78	E	2262.1387007895064	270.3885719257215
79	E	2478.1768882667166	270.22225526298627
15	A	2548.3205880733803	276.0445043897519
23	B	2662.9985629205066	257.9925948392159
44	C	1820.3453216862897	275.09319546663136
80	E	2153.685969045682	279.4036913392972
81	E	1922.8832298310294	292.2069693731544
82	E	2036.5072220955938	279.40331209986624
24	B	2679.7085930367357	273.7754145022109
16	A	2571.405630699104	295.4193405390271
83	E	1863.1125066502818	293.0819113533545
84	E	2327.4033278039497	281.8967893179902
85	E	1959.8570529939252	310.3466815704792
86	E	2022.289161433406	308.6236218423366
87	E	1812.5336887493404	308.9391502081895
88	E	2212.8494272753587	281.50115010770804
25	B	2692.2832417956497	302.30106495231723
17	A	2427.4500876848037	306.56852648814237
89	E	2254.4381333734973	306.701790484567
90	E	2109.7493215364693	305.3163063430375
45	C	2045.5575239186885	328.88646109931585
18	A	2398.133743209456	325.38344149820375
26	B	2744.637196961719	295.7705358805285
91	E	2090.9420428064604	330.7536456624405
19	A	2583.7098477062173	331.00994293736363
27	B	2703.857214854395	333.5524088616637
28	B	2648.1160332645004	349.43409122860203
46	C	2223.005811397911	339.69518771517215
20	A	2312.9699672143997	349.48012703207354
92	E	1950.8831952016692	348.9120951986635
47	C	2251.169997667972	350.75913916447377
