1	A	589312.15	806997.59
2	A	1186961.13	1068774.75
3	A	835873.87	731786.39
4	A	736882.15	36359.04
5	A	446653.23	210015.19
6	A	352274.44	879270.79
7	A	387264.45	428505.21
8	A	432227.84	779826.4
9	A	611402.07	723738.96
10	A	1098773.67	852937.3
11	A	1058210.65	662440.57
12	A	294646.67	593648.1
13	A	61961.38	443268.72
14	A	667741.05	100703.61
15	A	905743.27	912964.52
16	A	242916.7	688398.12
17	A	730316.67	1133230.63
18	A	1029897.47	888751.41
19	A	671744.41	926843.59
20	A	10062.53	489381.22
21	A	1173854.35	594415.34
22	A	755766.66	977675.87
23	A	191929.29	783345.35
24	A	966091.4	1123650.02
25	A	978298.42	416279.31
26	A	223407.81	450969.02
27	A	472238.33	677047.31
28	A	878100.45	143171.91
29	A	608578.11	213729.6
30	A	238523.68	1073424.95
31	A	265827.78	1173010.7
32	A	871239.02	466550.46
33	A	336053.75	1088755.81
34	A	840982.94	175699.1
35	A	1196328.81	1176945.72
36	A	197017.45	1023080.78
37	A	754568.26	713036.41
38	A	1047641.03	8635.53
39	A	894577.93	1165748.52
40	A	751291.28	96987.58
41	A	1145735.32	507789.07
42	A	727483.98	346189.04
43	A	1082862.08	421717.47
44	A	1196123.87	993963.82
45	A	594945.3	858612.28
46	A	336323.56	459208.13
47	A	564541.57	830386.15
48	A	625380.91	385122.4
49	A	909398.75	531299.83
50	A	345525.07	981319.69
51	A	376542.28	361257.07
52	A	1175196.68	177578.39
53	A	626717.15	577513.19
54	A	469359.56	727879.84
55	A	509113.6	1159408.4
56	A	85676.54	383862.58
57	A	399477.57	252410.72
58	A	527169.16	369811.83
59	A	494068.53	355405.46
60	A	758945.46	646922.39
61	A	477832.25	488684.34
62	A	498925.01	722136.45
63	A	551042.06	160484.58
64	A	635868.19	1039531.41
65	A	38640.19	330876.94
66	A	528087.16	1173740.08
67	A	62826.8	497189.74
68	A	1022660.52	365815.47
69	A	502235.27	403750.59
70	A	43639.55	158172.3
71	A	167985.56	928575.68
72	A	813744.27	994568.45
73	A	468246.17	302867.31
74	A	680721.33	784880.77
75	A	359071.27	960062.22
76	A	1108135.84	749131.9
77	A	387981.8	411781.13
78	A	748540.73	644204.33
79	A	1006905.31	598441.82
80	A	504481.76	849900.03
81	A	1062225.63	1022315.65
82	A	533922.64	667002.72
83	A	1192223.47	928778.78
84	A	252375.49	583923.06
85	A	1101619.81	405247.63
86	A	611109.96	550797.81
87	A	78098.06	189306.08
88	A	559742.14	141504.35
89	A	55339.51	1024456.34
90	A	875001.17	274023.94
91	A	845425.54	568950.41
92	A	315383.27	877361.49
93	A	56944.8	745102.1
94	A	158374.08	147087.1
95	A	51616.57	790626.4
96	A	490797.64	272817.92
97	A	1957.65	673417.4
98	A	416567.17	608918.1
99	A	302571.43	728471.71
100	A	725067.07	589446.91
101	A	342905.3	777094.93
102	A	681662.88	890727.23
103	A	32344.17	832334.04
104	A	311631.55	200630.71
105	A	207723.43	645096.52
106	A	851144.19	1046032.41
107	A	799798	248558.15
108	A	1198593.18	1099178.27
109	A	577901.66	793676.89
110	A	72734.93	1197896.49
111	A	427043.03	827844.76
112	A	280272.63	564975.76
113	A	1180730.08	974818.08
114	A	493759.27	560073.36
115	A	305315.29	206765.11
116	A	609391.19	613834.81
117	A	1022101.46	618635.14
118	A	849330.93	371526.18
119	A	401469.15	343293.7
120	A	1162160.41	1060235.9
121	A	325853.59	974134.14
122	A	616150.05	173301.3
123	A	975684.2	1189602.98
124	A	969918.83	676078.77
125	A	996332.22	942157.73
126	A	226588.71	671545.68
127	A	504261.05	178149.03
128	A	579794.97	658650.54
129	A	959750.45	210597.05
130	A	1134590.47	911509.41
131	A	387103.89	218948.18
132	A	195332.5	971395.01
133	A	511426.79	1033673.69
134	A	251267.93	134886.17
135	A	1038402.67	511228.15
136	A	715728.23	885767.97
137	A	498031.41	851958.28
138	A	833433.86	907336.06
139	A	507423.67	962443.91
140	A	998841.59	1085056.62
141	A	78879.78	523620.8
142	A	332054.85	805913.82
143	A	312270.92	776820.85
144	A	219604.06	948952.02
145	A	941587.35	661842.34
146	A	525611.97	459146.57
147	A	310845.48	167932.44
148	A	1131927.49	251258.44
149	A	279209.15	795682.86
150	A	131951.84	632424.19
151	A	644316.06	300877.21
152	A	228596.33	663769.7
153	A	59737.91	593966.81
154	A	170662.54	855400.68
155	A	658989.13	971076.51
156	A	303219.29	1000837.62
157	A	1198866.41	969149.2
158	A	698074.49	860132.82
159	A	558259.92	741291.78
160	A	174048.44	892189.78
161	A	936623.79	135534.05
162	A	328132.03	108736.14
163	A	779201.41	819382.3
164	A	699886.66	352648.41
165	A	1082530.52	16691.84
166	A	349539.05	910997.83
167	A	756154.92	907114.07
168	A	1149707.37	242437.29
169	A	235090.5	127774.87
170	A	886963.84	689861.72
171	A	472569.48	517601.5
172	A	464612.59	1051814.64
173	A	1006846.82	839934.51
174	A	467918.79	852573.97
175	A	935174.23	805661.26
176	A	266054.67	1189530.58
177	A	870775.9	1165617.58
178	A	834302.56	349710.94
179	A	790550.07	452498.95
180	A	166767.62	1123758.2
181	A	531803.1	362331.86
182	A	894594.85	134342.36
183	A	765795.65	132894.92
184	A	477351.23	799293.92
185	A	670471.96	723285.48
186	A	637466.15	366946.5
187	A	811700.98	433288.71
188	A	758748.59	180873.7
189	A	876585.39	691504.15
190	A	974902.12	418560.47
191	A	305446.35	445628.04
192	A	90446.02	827542.24
193	A	480775.85	343137.27
194	A	788455.89	746396.85
195	A	500417.43	1159807.88
196	A	1147688.36	497693.69
197	A	670406.07	844517.13
198	A	247989.13	393912.86
199	A	65918.91	738763.04
200	A	1122626.76	627925.08
201	A	720773.17	745547.98
202	A	1111372.36	822191.79
203	A	502275.86	960407.72
204	A	602493.11	445833.38
205	A	636083.26	368696.14
206	A	215648.86	320321.34
207	A	895632.1	704781.36
208	A	268331.13	683830.69
209	A	974271.39	668109.83
210	A	485411.93	290645.05
211	A	238494.12	973007.6
212	A	385553.04	525711.14
213	A	716783.26	1151000.01
214	A	664079.99	90339.66
215	A	462397.99	1135863.85
216	A	412980.81	1055152.11
217	A	75006.5	953372.63
218	A	120893.02	779043.15
219	A	974296.9	473004.93
220	A	108065.62	985962.05
221	A	923682.83	737141.77
222	A	413339.49	452558.88
223	A	796068.94	560581.57
224	A	10134.51	634468.82
225	A	49986.51	668253.47
226	A	6831.65	246886.17
227	A	194996.8	211510.54
228	A	180315.07	910227.22
229	A	687532.09	238220.62
230	A	1161924.59	45665.1
231	A	775227.4	790742.99
232	A	82726.63	398952.13
233	A	1062351.67	490361.18
234	A	67045.15	508403.83
235	A	181687.29	273729.19
236	A	647447.31	344846.27
237	A	766485.57	682804.73
238	A	531641.63	531115.06
239	A	338911.53	891202.22
240	A	1082887.44	730852.65
241	A	1108845.48	77683.77
242	A	671977.41	971697.21
243	A	900591.49	366660.32
244	A	1117883.88	641179.12
245	A	946288.82	1083927.99
246	A	884477.05	1068455.62
247	A	640959.47	207095.46
248	A	899266.1	978894.44
249	A	818449.24	990478.68
250	A	504358.39	619438.26
251	A	295396.36	151149.79
252	A	490879.02	267050.67
253	A	1005961.18	238468.17
254	A	243536.53	659678.63
255	A	659306.88	775390.05
256	A	963578.98	75396.24
257	A	583628.63	536547.6
258	A	237783.53	18565.12
259	A	157308.98	369839.81
260	A	1035944.75	328091.02
261	A	493323.8	1174624.49
262	A	1024145.58	716153.7
263	A	551538.06	600001.59
264	A	409834.77	696023.21
265	A	453317.72	1195543.2
266	A	911391.65	1073473.65
267	A	1082527.31	923957.24
268	A	276931.77	710692.88
269	A	621047.83	707247.1
270	A	297778.99	531651.23
271	A	970514.58	1058826.95
272	A	580115.05	470348.22
273	A	826954.31	126321.5
274	A	145384.4	1146186.6
275	A	1157113.41	469151.45
276	A	788267.04	927837.25
277	A	105545.12	1056598.66
278	A	52095.83	305161.85
279	A	277691.33	1036363.56
280	A	1151579.39	403705.15
281	A	783304.87	1021397.32
282	A	795564.6	80197.48
283	A	77638.5	565397.99
284	A	454819.31	485853.28
285	A	815120.46	79728.02
286	A	787706.83	100525.61
287	A	195420.5	53236.22
288	A	1183478.74	342625.03
289	A	544050.94	857529.72
290	A	923392.19	575795.44
291	A	715390.23	1020175.13
292	A	957446.05	889808.03
293	A	456090.45	601850.79
294	A	235025.48	423558.97
295	A	457096.88	23414.67
296	A	916510.87	981223.09
297	A	296804.05	874121.5
298	A	323588.17	44282.29
299	A	415961.8	498437.05
300	A	172616.43	566477.76
301	A	1333.17	560519.8
302	A	655443.03	513406.28
303	A	411867.52	1187919.62
304	A	342167.66	264588.67
305	A	199656.49	551461.1
306	A	413221.53	938916.98
307	A	525735.55	1130598.93
308	A	651210.4	938839.04
309	A	915865.05	408878.17
310	A	1158093.82	244915.84
311	A	337973.49	393667.98
312	A	1096547.35	861469.95
313	A	492450.63	115641.15
314	A	883019.52	257014.84
315	A	22815.02	788430.16
316	A	74515.7	191030.42
